"","Scenario","Location","Vegetation","Year","Decade","Avg"
"4469","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2061,"2060",15193
"4470","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2062,"2060",15139
"4471","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2063,"2060",15242
"4472","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2064,"2060",15269
"4473","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2065,"2060",15346
"4474","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2066,"2060",15416
"4475","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2067,"2060",15485
"4476","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2068,"2060",15453
"4477","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2069,"2060",15529
"4478","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2070,"2070",15545
"4479","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2071,"2070",15530
"4480","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2072,"2070",15542
"4481","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2073,"2070",15546
"4482","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2074,"2070",15527
"4483","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2075,"2070",15432
"4484","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2076,"2070",15382
"4485","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2077,"2070",15466
"4486","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2078,"2070",15430
"4487","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2079,"2070",15455
"4488","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2080,"2080",15529
"4489","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2081,"2080",15512
"4490","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2082,"2080",15464
"4491","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2083,"2080",15421
"4492","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2084,"2080",15492
"4493","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2085,"2080",15525
"4494","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2086,"2080",15535
"4495","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2087,"2080",15581
"4496","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2088,"2080",15600
"4497","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2089,"2080",15598
"4498","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2090,"2090",15566
"4499","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2091,"2090",15647
"4500","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2092,"2090",15637
"4501","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2093,"2090",15671
"4502","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2094,"2090",15747
"4503","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2095,"2090",15742
"4504","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2096,"2090",15776
"4505","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2097,"2090",15809
"4506","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2098,"2090",15837
"4507","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2099,"2090",15852
"4508","SRES A1B","Northwest Interior Forest North","Shrub Tundra",2100,"2100",15856
"4509","SRES A1B","Northwest Interior Forest North","White Spruce",2009,"2000",95883
"4510","SRES A1B","Northwest Interior Forest North","White Spruce",2010,"2010",96294
"4511","SRES A1B","Northwest Interior Forest North","White Spruce",2011,"2010",97212
"4512","SRES A1B","Northwest Interior Forest North","White Spruce",2012,"2010",98308
"4513","SRES A1B","Northwest Interior Forest North","White Spruce",2013,"2010",98756
"4514","SRES A1B","Northwest Interior Forest North","White Spruce",2014,"2010",94332
"4515","SRES A1B","Northwest Interior Forest North","White Spruce",2015,"2010",94270
"4516","SRES A1B","Northwest Interior Forest North","White Spruce",2016,"2010",94875
"4517","SRES A1B","Northwest Interior Forest North","White Spruce",2017,"2010",95818
"4518","SRES A1B","Northwest Interior Forest North","White Spruce",2018,"2010",93564
"4519","SRES A1B","Northwest Interior Forest North","White Spruce",2019,"2010",94656
"4520","SRES A1B","Northwest Interior Forest North","White Spruce",2020,"2020",95076
"4521","SRES A1B","Northwest Interior Forest North","White Spruce",2021,"2020",94021
"4522","SRES A1B","Northwest Interior Forest North","White Spruce",2022,"2020",94702
"4523","SRES A1B","Northwest Interior Forest North","White Spruce",2023,"2020",95418
"4524","SRES A1B","Northwest Interior Forest North","White Spruce",2024,"2020",95746
"4525","SRES A1B","Northwest Interior Forest North","White Spruce",2025,"2020",90326
"4526","SRES A1B","Northwest Interior Forest North","White Spruce",2026,"2020",90976
"4527","SRES A1B","Northwest Interior Forest North","White Spruce",2027,"2020",91798
"4528","SRES A1B","Northwest Interior Forest North","White Spruce",2028,"2020",91988
"4529","SRES A1B","Northwest Interior Forest North","White Spruce",2029,"2020",92965
"4530","SRES A1B","Northwest Interior Forest North","White Spruce",2030,"2030",92166
"4531","SRES A1B","Northwest Interior Forest North","White Spruce",2031,"2030",92110
"4532","SRES A1B","Northwest Interior Forest North","White Spruce",2032,"2030",92590
"4533","SRES A1B","Northwest Interior Forest North","White Spruce",2033,"2030",92161
"4534","SRES A1B","Northwest Interior Forest North","White Spruce",2034,"2030",92746
"4535","SRES A1B","Northwest Interior Forest North","White Spruce",2035,"2030",91244
"4536","SRES A1B","Northwest Interior Forest North","White Spruce",2036,"2030",84606
"4537","SRES A1B","Northwest Interior Forest North","White Spruce",2037,"2030",84810
"4538","SRES A1B","Northwest Interior Forest North","White Spruce",2038,"2030",85034
"4539","SRES A1B","Northwest Interior Forest North","White Spruce",2039,"2030",82732
"4540","SRES A1B","Northwest Interior Forest North","White Spruce",2040,"2040",81829
"4541","SRES A1B","Northwest Interior Forest North","White Spruce",2041,"2040",83098
"4542","SRES A1B","Northwest Interior Forest North","White Spruce",2042,"2040",83454
"4543","SRES A1B","Northwest Interior Forest North","White Spruce",2043,"2040",84395
"4544","SRES A1B","Northwest Interior Forest North","White Spruce",2044,"2040",81714
"4545","SRES A1B","Northwest Interior Forest North","White Spruce",2045,"2040",81593
"4546","SRES A1B","Northwest Interior Forest North","White Spruce",2046,"2040",81074
"4547","SRES A1B","Northwest Interior Forest North","White Spruce",2047,"2040",80997
"4548","SRES A1B","Northwest Interior Forest North","White Spruce",2048,"2040",80611
"4549","SRES A1B","Northwest Interior Forest North","White Spruce",2049,"2040",81206
"4550","SRES A1B","Northwest Interior Forest North","White Spruce",2050,"2050",81892
"4551","SRES A1B","Northwest Interior Forest North","White Spruce",2051,"2050",82204
"4552","SRES A1B","Northwest Interior Forest North","White Spruce",2052,"2050",82543
"4553","SRES A1B","Northwest Interior Forest North","White Spruce",2053,"2050",82272
"4554","SRES A1B","Northwest Interior Forest North","White Spruce",2054,"2050",83249
"4555","SRES A1B","Northwest Interior Forest North","White Spruce",2055,"2050",81373
"4556","SRES A1B","Northwest Interior Forest North","White Spruce",2056,"2050",76225
"4557","SRES A1B","Northwest Interior Forest North","White Spruce",2057,"2050",76744
"4558","SRES A1B","Northwest Interior Forest North","White Spruce",2058,"2050",76315
"4559","SRES A1B","Northwest Interior Forest North","White Spruce",2059,"2050",76253
"4560","SRES A1B","Northwest Interior Forest North","White Spruce",2060,"2060",76422
"4561","SRES A1B","Northwest Interior Forest North","White Spruce",2061,"2060",77129
"4562","SRES A1B","Northwest Interior Forest North","White Spruce",2062,"2060",77561
"4563","SRES A1B","Northwest Interior Forest North","White Spruce",2063,"2060",77555
"4564","SRES A1B","Northwest Interior Forest North","White Spruce",2064,"2060",74635
"4565","SRES A1B","Northwest Interior Forest North","White Spruce",2065,"2060",75383
"4566","SRES A1B","Northwest Interior Forest North","White Spruce",2066,"2060",75414
"4567","SRES A1B","Northwest Interior Forest North","White Spruce",2067,"2060",74295
"4568","SRES A1B","Northwest Interior Forest North","White Spruce",2068,"2060",72824
"4569","SRES A1B","Northwest Interior Forest North","White Spruce",2069,"2060",73682
"4570","SRES A1B","Northwest Interior Forest North","White Spruce",2070,"2070",71974
"4571","SRES A1B","Northwest Interior Forest North","White Spruce",2071,"2070",72869
"4572","SRES A1B","Northwest Interior Forest North","White Spruce",2072,"2070",73858
"4573","SRES A1B","Northwest Interior Forest North","White Spruce",2073,"2070",74382
"4574","SRES A1B","Northwest Interior Forest North","White Spruce",2074,"2070",72753
"4575","SRES A1B","Northwest Interior Forest North","White Spruce",2075,"2070",72332
"4576","SRES A1B","Northwest Interior Forest North","White Spruce",2076,"2070",72600
"4577","SRES A1B","Northwest Interior Forest North","White Spruce",2077,"2070",73072
"4578","SRES A1B","Northwest Interior Forest North","White Spruce",2078,"2070",71412
"4579","SRES A1B","Northwest Interior Forest North","White Spruce",2079,"2070",71938
"4580","SRES A1B","Northwest Interior Forest North","White Spruce",2080,"2080",71208
"4581","SRES A1B","Northwest Interior Forest North","White Spruce",2081,"2080",71060
"4582","SRES A1B","Northwest Interior Forest North","White Spruce",2082,"2080",68878
"4583","SRES A1B","Northwest Interior Forest North","White Spruce",2083,"2080",67903
"4584","SRES A1B","Northwest Interior Forest North","White Spruce",2084,"2080",68136
"4585","SRES A1B","Northwest Interior Forest North","White Spruce",2085,"2080",67883
"4586","SRES A1B","Northwest Interior Forest North","White Spruce",2086,"2080",68348
"4587","SRES A1B","Northwest Interior Forest North","White Spruce",2087,"2080",68795
"4588","SRES A1B","Northwest Interior Forest North","White Spruce",2088,"2080",69817
"4589","SRES A1B","Northwest Interior Forest North","White Spruce",2089,"2080",70302
"4590","SRES A1B","Northwest Interior Forest North","White Spruce",2090,"2090",69407
"4591","SRES A1B","Northwest Interior Forest North","White Spruce",2091,"2090",69024
"4592","SRES A1B","Northwest Interior Forest North","White Spruce",2092,"2090",68081
"4593","SRES A1B","Northwest Interior Forest North","White Spruce",2093,"2090",68173
"4594","SRES A1B","Northwest Interior Forest North","White Spruce",2094,"2090",68602
"4595","SRES A1B","Northwest Interior Forest North","White Spruce",2095,"2090",66107
"4596","SRES A1B","Northwest Interior Forest North","White Spruce",2096,"2090",66458
"4597","SRES A1B","Northwest Interior Forest North","White Spruce",2097,"2090",65000
"4598","SRES A1B","Northwest Interior Forest North","White Spruce",2098,"2090",65272
"4599","SRES A1B","Northwest Interior Forest North","White Spruce",2099,"2090",65887
"4600","SRES A1B","Northwest Interior Forest North","White Spruce",2100,"2100",64652
"4601","SRES A1B","Northwest Interior Forest South","Black Spruce",2009,"2000",31740
"4602","SRES A1B","Northwest Interior Forest South","Black Spruce",2010,"2010",31838
"4603","SRES A1B","Northwest Interior Forest South","Black Spruce",2011,"2010",31932
"4604","SRES A1B","Northwest Interior Forest South","Black Spruce",2012,"2010",32025
"4605","SRES A1B","Northwest Interior Forest South","Black Spruce",2013,"2010",32088
"4606","SRES A1B","Northwest Interior Forest South","Black Spruce",2014,"2010",31473
"4607","SRES A1B","Northwest Interior Forest South","Black Spruce",2015,"2010",31499
"4608","SRES A1B","Northwest Interior Forest South","Black Spruce",2016,"2010",31713
"4609","SRES A1B","Northwest Interior Forest South","Black Spruce",2017,"2010",31726
"4610","SRES A1B","Northwest Interior Forest South","Black Spruce",2018,"2010",31680
"4611","SRES A1B","Northwest Interior Forest South","Black Spruce",2019,"2010",31783
"4612","SRES A1B","Northwest Interior Forest South","Black Spruce",2020,"2020",31871
"4613","SRES A1B","Northwest Interior Forest South","Black Spruce",2021,"2020",31821
"4614","SRES A1B","Northwest Interior Forest South","Black Spruce",2022,"2020",31937
"4615","SRES A1B","Northwest Interior Forest South","Black Spruce",2023,"2020",31958
"4616","SRES A1B","Northwest Interior Forest South","Black Spruce",2024,"2020",32088
"4617","SRES A1B","Northwest Interior Forest South","Black Spruce",2025,"2020",30882
"4618","SRES A1B","Northwest Interior Forest South","Black Spruce",2026,"2020",30847
"4619","SRES A1B","Northwest Interior Forest South","Black Spruce",2027,"2020",31060
"4620","SRES A1B","Northwest Interior Forest South","Black Spruce",2028,"2020",31169
"4621","SRES A1B","Northwest Interior Forest South","Black Spruce",2029,"2020",31290
"4622","SRES A1B","Northwest Interior Forest South","Black Spruce",2030,"2030",31107
"4623","SRES A1B","Northwest Interior Forest South","Black Spruce",2031,"2030",31208
"4624","SRES A1B","Northwest Interior Forest South","Black Spruce",2032,"2030",31266
"4625","SRES A1B","Northwest Interior Forest South","Black Spruce",2033,"2030",31364
"4626","SRES A1B","Northwest Interior Forest South","Black Spruce",2034,"2030",31430
"4627","SRES A1B","Northwest Interior Forest South","Black Spruce",2035,"2030",31092
"4628","SRES A1B","Northwest Interior Forest South","Black Spruce",2036,"2030",30865
"4629","SRES A1B","Northwest Interior Forest South","Black Spruce",2037,"2030",30829
"4630","SRES A1B","Northwest Interior Forest South","Black Spruce",2038,"2030",30961
"4631","SRES A1B","Northwest Interior Forest South","Black Spruce",2039,"2030",30439
"4632","SRES A1B","Northwest Interior Forest South","Black Spruce",2040,"2040",30355
"4633","SRES A1B","Northwest Interior Forest South","Black Spruce",2041,"2040",30502
"4634","SRES A1B","Northwest Interior Forest South","Black Spruce",2042,"2040",30585
"4635","SRES A1B","Northwest Interior Forest South","Black Spruce",2043,"2040",30671
"4636","SRES A1B","Northwest Interior Forest South","Black Spruce",2044,"2040",30087
"4637","SRES A1B","Northwest Interior Forest South","Black Spruce",2045,"2040",30019
"4638","SRES A1B","Northwest Interior Forest South","Black Spruce",2046,"2040",29799
"4639","SRES A1B","Northwest Interior Forest South","Black Spruce",2047,"2040",29842
"4640","SRES A1B","Northwest Interior Forest South","Black Spruce",2048,"2040",29900
"4641","SRES A1B","Northwest Interior Forest South","Black Spruce",2049,"2040",29911
"4642","SRES A1B","Northwest Interior Forest South","Black Spruce",2050,"2050",30081
"4643","SRES A1B","Northwest Interior Forest South","Black Spruce",2051,"2050",30199
"4644","SRES A1B","Northwest Interior Forest South","Black Spruce",2052,"2050",30196
"4645","SRES A1B","Northwest Interior Forest South","Black Spruce",2053,"2050",30215
"4646","SRES A1B","Northwest Interior Forest South","Black Spruce",2054,"2050",30323
"4647","SRES A1B","Northwest Interior Forest South","Black Spruce",2055,"2050",29857
"4648","SRES A1B","Northwest Interior Forest South","Black Spruce",2056,"2050",25596
"4649","SRES A1B","Northwest Interior Forest South","Black Spruce",2057,"2050",25817
"4650","SRES A1B","Northwest Interior Forest South","Black Spruce",2058,"2050",25822
"4651","SRES A1B","Northwest Interior Forest South","Black Spruce",2059,"2050",25735
"4652","SRES A1B","Northwest Interior Forest South","Black Spruce",2060,"2060",25911
"4653","SRES A1B","Northwest Interior Forest South","Black Spruce",2061,"2060",26006
"4654","SRES A1B","Northwest Interior Forest South","Black Spruce",2062,"2060",26147
"4655","SRES A1B","Northwest Interior Forest South","Black Spruce",2063,"2060",26115
"4656","SRES A1B","Northwest Interior Forest South","Black Spruce",2064,"2060",25680
"4657","SRES A1B","Northwest Interior Forest South","Black Spruce",2065,"2060",25825
"4658","SRES A1B","Northwest Interior Forest South","Black Spruce",2066,"2060",25919
"4659","SRES A1B","Northwest Interior Forest South","Black Spruce",2067,"2060",24736
"4660","SRES A1B","Northwest Interior Forest South","Black Spruce",2068,"2060",24585
"4661","SRES A1B","Northwest Interior Forest South","Black Spruce",2069,"2060",24620
"4662","SRES A1B","Northwest Interior Forest South","Black Spruce",2070,"2070",23899
"4663","SRES A1B","Northwest Interior Forest South","Black Spruce",2071,"2070",24077
"4664","SRES A1B","Northwest Interior Forest South","Black Spruce",2072,"2070",24272
"4665","SRES A1B","Northwest Interior Forest South","Black Spruce",2073,"2070",24390
"4666","SRES A1B","Northwest Interior Forest South","Black Spruce",2074,"2070",23242
"4667","SRES A1B","Northwest Interior Forest South","Black Spruce",2075,"2070",23025
"4668","SRES A1B","Northwest Interior Forest South","Black Spruce",2076,"2070",22949
"4669","SRES A1B","Northwest Interior Forest South","Black Spruce",2077,"2070",22947
"4670","SRES A1B","Northwest Interior Forest South","Black Spruce",2078,"2070",22786
"4671","SRES A1B","Northwest Interior Forest South","Black Spruce",2079,"2070",22784
"4672","SRES A1B","Northwest Interior Forest South","Black Spruce",2080,"2080",22302
"4673","SRES A1B","Northwest Interior Forest South","Black Spruce",2081,"2080",22225
"4674","SRES A1B","Northwest Interior Forest South","Black Spruce",2082,"2080",21652
"4675","SRES A1B","Northwest Interior Forest South","Black Spruce",2083,"2080",21146
"4676","SRES A1B","Northwest Interior Forest South","Black Spruce",2084,"2080",21229
"4677","SRES A1B","Northwest Interior Forest South","Black Spruce",2085,"2080",21152
"4678","SRES A1B","Northwest Interior Forest South","Black Spruce",2086,"2080",21031
"4679","SRES A1B","Northwest Interior Forest South","Black Spruce",2087,"2080",21259
"4680","SRES A1B","Northwest Interior Forest South","Black Spruce",2088,"2080",21341
"4681","SRES A1B","Northwest Interior Forest South","Black Spruce",2089,"2080",21341
"4682","SRES A1B","Northwest Interior Forest South","Black Spruce",2090,"2090",21420
"4683","SRES A1B","Northwest Interior Forest South","Black Spruce",2091,"2090",21447
"4684","SRES A1B","Northwest Interior Forest South","Black Spruce",2092,"2090",21137
"4685","SRES A1B","Northwest Interior Forest South","Black Spruce",2093,"2090",21127
"4686","SRES A1B","Northwest Interior Forest South","Black Spruce",2094,"2090",21254
"4687","SRES A1B","Northwest Interior Forest South","Black Spruce",2095,"2090",19421
"4688","SRES A1B","Northwest Interior Forest South","Black Spruce",2096,"2090",19392
"4689","SRES A1B","Northwest Interior Forest South","Black Spruce",2097,"2090",18245
"4690","SRES A1B","Northwest Interior Forest South","Black Spruce",2098,"2090",18340
"4691","SRES A1B","Northwest Interior Forest South","Black Spruce",2099,"2090",18441
"4692","SRES A1B","Northwest Interior Forest South","Black Spruce",2100,"2100",17816
"4693","SRES A1B","Northwest Interior Forest South","Deciduous",2009,"2000",26910
"4694","SRES A1B","Northwest Interior Forest South","Deciduous",2010,"2010",26688
"4695","SRES A1B","Northwest Interior Forest South","Deciduous",2011,"2010",26493
"4696","SRES A1B","Northwest Interior Forest South","Deciduous",2012,"2010",26169
"4697","SRES A1B","Northwest Interior Forest South","Deciduous",2013,"2010",26141
"4698","SRES A1B","Northwest Interior Forest South","Deciduous",2014,"2010",27444
"4699","SRES A1B","Northwest Interior Forest South","Deciduous",2015,"2010",27217
"4700","SRES A1B","Northwest Interior Forest South","Deciduous",2016,"2010",27115
"4701","SRES A1B","Northwest Interior Forest South","Deciduous",2017,"2010",26933
"4702","SRES A1B","Northwest Interior Forest South","Deciduous",2018,"2010",26967
"4703","SRES A1B","Northwest Interior Forest South","Deciduous",2019,"2010",26699
"4704","SRES A1B","Northwest Interior Forest South","Deciduous",2020,"2020",26676
"4705","SRES A1B","Northwest Interior Forest South","Deciduous",2021,"2020",26652
"4706","SRES A1B","Northwest Interior Forest South","Deciduous",2022,"2020",26471
"4707","SRES A1B","Northwest Interior Forest South","Deciduous",2023,"2020",26227
"4708","SRES A1B","Northwest Interior Forest South","Deciduous",2024,"2020",26112
"4709","SRES A1B","Northwest Interior Forest South","Deciduous",2025,"2020",28584
"4710","SRES A1B","Northwest Interior Forest South","Deciduous",2026,"2020",28409
"4711","SRES A1B","Northwest Interior Forest South","Deciduous",2027,"2020",28335
"4712","SRES A1B","Northwest Interior Forest South","Deciduous",2028,"2020",27905
"4713","SRES A1B","Northwest Interior Forest South","Deciduous",2029,"2020",28052
"4714","SRES A1B","Northwest Interior Forest South","Deciduous",2030,"2030",28068
"4715","SRES A1B","Northwest Interior Forest South","Deciduous",2031,"2030",27945
"4716","SRES A1B","Northwest Interior Forest South","Deciduous",2032,"2030",27740
"4717","SRES A1B","Northwest Interior Forest South","Deciduous",2033,"2030",27767
"4718","SRES A1B","Northwest Interior Forest South","Deciduous",2034,"2030",27664
"4719","SRES A1B","Northwest Interior Forest South","Deciduous",2035,"2030",28331
"4720","SRES A1B","Northwest Interior Forest South","Deciduous",2036,"2030",28464
"4721","SRES A1B","Northwest Interior Forest South","Deciduous",2037,"2030",28510
"4722","SRES A1B","Northwest Interior Forest South","Deciduous",2038,"2030",28479
"4723","SRES A1B","Northwest Interior Forest South","Deciduous",2039,"2030",29316
"4724","SRES A1B","Northwest Interior Forest South","Deciduous",2040,"2040",29672
"4725","SRES A1B","Northwest Interior Forest South","Deciduous",2041,"2040",29359
"4726","SRES A1B","Northwest Interior Forest South","Deciduous",2042,"2040",29168
"4727","SRES A1B","Northwest Interior Forest South","Deciduous",2043,"2040",28973
"4728","SRES A1B","Northwest Interior Forest South","Deciduous",2044,"2040",30100
"4729","SRES A1B","Northwest Interior Forest South","Deciduous",2045,"2040",30384
"4730","SRES A1B","Northwest Interior Forest South","Deciduous",2046,"2040",30535
"4731","SRES A1B","Northwest Interior Forest South","Deciduous",2047,"2040",30350
"4732","SRES A1B","Northwest Interior Forest South","Deciduous",2048,"2040",30471
"4733","SRES A1B","Northwest Interior Forest South","Deciduous",2049,"2040",30127
"4734","SRES A1B","Northwest Interior Forest South","Deciduous",2050,"2050",30159
"4735","SRES A1B","Northwest Interior Forest South","Deciduous",2051,"2050",29970
"4736","SRES A1B","Northwest Interior Forest South","Deciduous",2052,"2050",30049
"4737","SRES A1B","Northwest Interior Forest South","Deciduous",2053,"2050",29953
"4738","SRES A1B","Northwest Interior Forest South","Deciduous",2054,"2050",29637
"4739","SRES A1B","Northwest Interior Forest South","Deciduous",2055,"2050",30487
"4740","SRES A1B","Northwest Interior Forest South","Deciduous",2056,"2050",40093
"4741","SRES A1B","Northwest Interior Forest South","Deciduous",2057,"2050",39716
"4742","SRES A1B","Northwest Interior Forest South","Deciduous",2058,"2050",39500
"4743","SRES A1B","Northwest Interior Forest South","Deciduous",2059,"2050",39761
"4744","SRES A1B","Northwest Interior Forest South","Deciduous",2060,"2060",39531
"4745","SRES A1B","Northwest Interior Forest South","Deciduous",2061,"2060",39374
"4746","SRES A1B","Northwest Interior Forest South","Deciduous",2062,"2060",39241
"4747","SRES A1B","Northwest Interior Forest South","Deciduous",2063,"2060",39171
"4748","SRES A1B","Northwest Interior Forest South","Deciduous",2064,"2060",39819
"4749","SRES A1B","Northwest Interior Forest South","Deciduous",2065,"2060",39424
"4750","SRES A1B","Northwest Interior Forest South","Deciduous",2066,"2060",39400
"4751","SRES A1B","Northwest Interior Forest South","Deciduous",2067,"2060",41997
"4752","SRES A1B","Northwest Interior Forest South","Deciduous",2068,"2060",42193
"4753","SRES A1B","Northwest Interior Forest South","Deciduous",2069,"2060",42079
"4754","SRES A1B","Northwest Interior Forest South","Deciduous",2070,"2070",43423
"4755","SRES A1B","Northwest Interior Forest South","Deciduous",2071,"2070",43268
"4756","SRES A1B","Northwest Interior Forest South","Deciduous",2072,"2070",43028
"4757","SRES A1B","Northwest Interior Forest South","Deciduous",2073,"2070",42806
"4758","SRES A1B","Northwest Interior Forest South","Deciduous",2074,"2070",45074
"4759","SRES A1B","Northwest Interior Forest South","Deciduous",2075,"2070",45875
"4760","SRES A1B","Northwest Interior Forest South","Deciduous",2076,"2070",45764
"4761","SRES A1B","Northwest Interior Forest South","Deciduous",2077,"2070",45937
"4762","SRES A1B","Northwest Interior Forest South","Deciduous",2078,"2070",46202
"4763","SRES A1B","Northwest Interior Forest South","Deciduous",2079,"2070",46276
"4764","SRES A1B","Northwest Interior Forest South","Deciduous",2080,"2080",47106
"4765","SRES A1B","Northwest Interior Forest South","Deciduous",2081,"2080",47394
"4766","SRES A1B","Northwest Interior Forest South","Deciduous",2082,"2080",48557
"4767","SRES A1B","Northwest Interior Forest South","Deciduous",2083,"2080",49763
"4768","SRES A1B","Northwest Interior Forest South","Deciduous",2084,"2080",49763
"4769","SRES A1B","Northwest Interior Forest South","Deciduous",2085,"2080",49771
"4770","SRES A1B","Northwest Interior Forest South","Deciduous",2086,"2080",49653
"4771","SRES A1B","Northwest Interior Forest South","Deciduous",2087,"2080",49689
"4772","SRES A1B","Northwest Interior Forest South","Deciduous",2088,"2080",49452
"4773","SRES A1B","Northwest Interior Forest South","Deciduous",2089,"2080",49110
"4774","SRES A1B","Northwest Interior Forest South","Deciduous",2090,"2090",49518
"4775","SRES A1B","Northwest Interior Forest South","Deciduous",2091,"2090",49338
"4776","SRES A1B","Northwest Interior Forest South","Deciduous",2092,"2090",49876
"4777","SRES A1B","Northwest Interior Forest South","Deciduous",2093,"2090",49893
"4778","SRES A1B","Northwest Interior Forest South","Deciduous",2094,"2090",49882
"4779","SRES A1B","Northwest Interior Forest South","Deciduous",2095,"2090",53969
"4780","SRES A1B","Northwest Interior Forest South","Deciduous",2096,"2090",54059
"4781","SRES A1B","Northwest Interior Forest South","Deciduous",2097,"2090",56454
"4782","SRES A1B","Northwest Interior Forest South","Deciduous",2098,"2090",56353
"4783","SRES A1B","Northwest Interior Forest South","Deciduous",2099,"2090",56217
"4784","SRES A1B","Northwest Interior Forest South","Deciduous",2100,"2100",57305
"4785","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2009,"2000",2709
"4786","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2010,"2010",2702
"4787","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2011,"2010",2688
"4788","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2012,"2010",2673
"4789","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2013,"2010",2647
"4790","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2014,"2010",2653
"4791","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2015,"2010",2648
"4792","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2016,"2010",2639
"4793","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2017,"2010",2627
"4794","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2018,"2010",2625
"4795","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2019,"2010",2611
"4796","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2020,"2020",2593
"4797","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2021,"2020",2587
"4798","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2022,"2020",2578
"4799","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2023,"2020",2571
"4800","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2024,"2020",2544
"4801","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2025,"2020",2540
"4802","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2026,"2020",2538
"4803","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2027,"2020",2524
"4804","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2028,"2020",2502
"4805","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2029,"2020",2488
"4806","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2030,"2030",2473
"4807","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2031,"2030",2465
"4808","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2032,"2030",2446
"4809","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2033,"2030",2439
"4810","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2034,"2030",2413
"4811","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2035,"2030",2394
"4812","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2036,"2030",2382
"4813","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2037,"2030",2377
"4814","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2038,"2030",2350
"4815","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2039,"2030",2334
"4816","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2040,"2040",2332
"4817","SRES A1B","Northwest Interior Forest South","Graminoid Tundra",2041,"2040",2324
